group_.one,group_.two,session_id,% Sessions,plptopdp,add_to_cart,%Plpconvertion,purchase,product_revenue,tasa_conversion,Ticket Promedio
loncheras,sin_path2,916,0.000168,16,0,0.017467248908296942,0,0,0,null
chaqueta de cuero mujer,sin_path2,910,0.000167,31,1,0.03406593406593406,0,0,0,null
evento-marketplace-wados,sin_path2,908,0.000167,146,3,0.16079295154185022,0,0,0,null
lacoste,sin_path2,907,0.000166,8,0,0.008820286659316428,0,0,0,null
evento-zapatos-zapatillas-running,sin_path2,904,0.000166,128,8,0.1415929203539823,0,0,0,null
diadora,sin_path2,881,0.000162,4,0,0.004540295119182747,0,0,0,null
iphone 14 pro max,sin_path2,873,0.00016,28,2,0.032073310423825885,0,0,0,null
decohogar,navidad,871,0.00016,132,17,0.1515499425947187,0,0,0,null
decohogar,outlet-deco,869,0.000159,119,17,0.13693901035673187,2,27160,0.0023014959723820483,13580
baggy jeans,sin_path2,865,0.000159,18,0,0.020809248554913295,0,0,0,null
tote bubba,sin_path2,864,0.000159,33,2,0.03819444444444445,0,0,0,null
experiencias-y-servicios,gift-cards,859,0.000158,109,56,0.12689173457508732,22,980000,0.025611175785797437,44545.454545454544
pantubotas,sin_path2,857,0.000157,43,3,0.050175029171528586,0,0,0,null
mochilas mujer,sin_path2,854,0.000157,19,0,0.02224824355971897,0,0,0,null
control ps5,sin_path2,849,0.000156,20,2,0.023557126030624265,2,143980,0.002355712603062426,71990
evento-moda-dscto-adicional-vestuario,sin_path2,848,0.000156,113,8,0.1332547169811321,0,0,0,null
evento-marketplace-maui,sin_path2,845,0.000155,216,26,0.2556213017751479,0,0,0,null
evento-moda-grandes-marcas,sin_path2,837,0.000154,122,10,0.14575866188769415,2,75973,0.0023894862604540022,37986.5
construccion,bano,834,0.000153,204,32,0.2446043165467626,1,9000,0.001199040767386091,9000
evento-moda-jeans-fits-wide-leg,sin_path2,823,0.000151,244,21,0.29647630619684084,2,38980,0.002430133657351154,19490
evento-deporte-away-mundial-adidas,sin_path2,815,0.00015,201,5,0.24662576687116564,0,0,0,null
iphone 13 pro max,sin_path2,795,0.000146,25,1,0.031446540880503145,0,0,0,null
mujer,jeans,791,0.000145,239,31,0.30214917825537296,4,64960,0.0050568900126422255,16240
evento-ninos-polerones-pantalones-de-buzo-infantil,sin_path2,787,0.000144,300,89,0.3811944091486658,3,74920,0.0038119440914866584,24973.333333333332
evento-tecno-lanzamiento-s26,sin_path2,787,0.000144,85,9,0.10800508259212198,0,0,0,null
mp3,sin_path2,780,0.000143,8,0,0.010256410256410256,0,0,0,null
ternos hombre,sin_path2,766,0.000141,9,0,0.01174934725848564,0,0,0,null
polo ralph lauren,sin_path2,763,0.00014,10,0,0.01310615989515072,0,0,0,null
linea-blanca,equipamiento-industrial,754,0.000138,109,17,0.14456233421750664,0,0,0,null
jarrajugedad0a2,sin_path2,752,0.000138,0,0,0,0,0,0,null
evento-zapatos-todo-zapatillas,sin_path2,742,0.000136,145,11,0.1954177897574124,0,0,0,null
zapatillas deportivas mujer,sin_path2,735,0.000135,15,0,0.02040816326530612,0,0,0,null
hombre,timberland,731,0.000134,8,0,0.01094391244870041,0,0,0,null
jugueteria,juegos-exterior,726,0.000133,175,30,0.24104683195592286,3,160970,0.004132231404958678,53656.666666666664
bicicletas ram,sin_path2,721,0.000132,41,0,0.056865464632454926,0,0,0,null
iphone reacondicionado,sin_path2,717,0.000132,19,0,0.026499302649930265,0,0,0,null
jugueteria,juegos-de-exterior,708,0.00013,131,26,0.1850282485875706,0,0,0,null
polerones escolares,sin_path2,707,0.00013,22,2,0.031117397454031116,1,7590,0.0014144271570014145,7590
evento-decohogar-tendencias-verano,sin_path2,697,0.000128,108,11,0.15494978479196556,0,0,0,null
new balance 530,sin_path2,694,0.000127,20,1,0.02881844380403458,0,0,0,null
termo comida,sin_path2,692,0.000127,19,3,0.02745664739884393,0,0,0,null
valentino born in roma,sin_path2,686,0.000126,41,0,0.0597667638483965,0,0,0,null
evento-muebles-dscto-seleccionados,sin_path2,680,0.000125,80,6,0.11764705882352941,0,0,0,null
parka niña,sin_path2,677,0.000124,19,0,0.028064992614475627,0,0,0,null
evento-belleza-ofertas-calvin-klein-boss-cacharel,sin_path2,667,0.000122,42,4,0.06296851574212893,0,0,0,null
supermercado,sin_path2,666,0.000122,39,16,0.05855855855855856,2,24980,0.003003003003003003,12490
evento-decohogar-plumones-y-fundas-de-plumon,sin_path2,663,0.000122,198,25,0.2986425339366516,0,0,0,null
herramientas,herramientas-electricas,661,0.000121,157,21,0.23751891074130105,0,0,0,null
wide leg jeans,sin_path2,660,0.000121,15,1,0.022727272727272728,0,0,0,null
jeans flare,sin_path2,660,0.000121,12,0,0.01818181818181818,0,0,0,null
oferta,sin_path2,658,0.000121,5,0,0.007598784194528876,0,0,0,null
botas largas mujer,sin_path2,655,0.00012,22,0,0.03358778625954199,0,0,0,null
pantalon cargo hombre,sin_path2,650,0.000119,24,1,0.036923076923076927,0,0,0,null
evento-marketplace-sabanas-grandes-marcas,sin_path2,645,0.000118,98,8,0.15193798449612403,0,0,0,null
deportes,acuaticos,640,0.000117,104,18,0.1625,2,24970,0.003125,12485
chaqueta cuero,sin_path2,628,0.000115,28,2,0.044585987261146494,0,0,0,null
botines cuero mujer,sin_path2,625,0.000115,11,1,0.0176,0,0,0,null
evento-deporte-especial-puma,sin_path2,623,0.000114,139,15,0.2231139646869984,1,59980,0.0016051364365971107,59980
zara,sin_path2,622,0.000114,18,0,0.028938906752411574,0,0,0,null
xbox series x,sin_path2,622,0.000114,16,0,0.02572347266881029,0,0,0,null
evento-moda-tote-bags,sin_path2,615,0.000113,131,9,0.21300813008130082,0,0,0,null
categorias,sin_path2,615,0.000113,26,6,0.04227642276422764,0,0,0,null
zapatillas puma,sin_path2,609,0.000112,3,0,0.0049261083743842365,0,0,0,null
zapatillas deportivas,sin_path2,609,0.000112,4,0,0.006568144499178982,0,0,0,null
categorias,salud-equipamiento-medico,607,0.000111,106,22,0.17462932454695224,1,20210,0.0016474464579901153,20210
evento-marketplace-calzado-escolar,sin_path2,607,0.000111,74,4,0.12191103789126853,0,0,0,null
chaqueta aviadora mujer,sin_path2,598,0.00011,39,1,0.06521739130434782,0,0,0,null
stronger with you,sin_path2,595,0.000109,39,2,0.06554621848739496,1,89990,0.0016806722689075631,89990
iphone 12,sin_path2,593,0.000109,12,0,0.02023608768971332,0,0,0,null
polar mujer,sin_path2,591,0.000108,22,1,0.03722504230118443,0,0,0,null
electro,drones,590,0.000108,134,13,0.2271186440677966,1,35990,0.001694915254237288,35990
jardinterraza,sin_path2,589,0.000108,144,31,0.24448217317487267,2,23470,0.003395585738539898,11735
evento-electro-hornos-y-microondas,sin_path2,580,0.000106,98,19,0.16896551724137931,3,186970,0.005172413793103448,62323.333333333336
notebook reacondicionado,sin_path2,576,0.000106,11,0,0.019097222222222224,0,0,0,null
mochilas con ruedas,sin_path2,575,0.000105,11,1,0.019130434782608695,0,0,0,null
evento-dormitorio-camas-matrimoniales,sin_path2,573,0.000105,104,5,0.18150087260034903,0,0,0,null
zapatillas impermeables mujeres,sin_path2,573,0.000105,24,0,0.041884816753926704,0,0,0,null
evento-marketplace-reloj-total,sin_path2,571,0.000105,97,6,0.16987740805604204,0,0,0,null
evento-marketplace-groupe-seb-menaje-cocina,sin_path2,571,0.000105,92,8,0.16112084063047286,0,0,0,null
chaqueta impermeable,sin_path2,571,0.000105,17,1,0.0297723292469352,0,0,0,null
elcaudparlantes%20,sin_path2,561,0.000103,136,17,0.24242424242424243,1,79990,0.0017825311942959,79990
herramientas,sin_path2,560,0.000103,114,11,0.20357142857142857,0,0,0,null
zapatillas puma mujer,sin_path2,552,0.000101,12,2,0.021739130434782608,0,0,0,null
juguetes guerreras kpop,sin_path2,551,0.000101,12,1,0.021778584392014518,0,0,0,null
zapatillas jordan,sin_path2,539,0.000099,13,0,0.02411873840445269,0,0,0,null
outdeco,sin_path2,537,0.000099,17,0,0.03165735567970205,0,0,0,null
nintendo switch,sin_path2,536,0.000098,16,3,0.029850746268656716,1,349990,0.0018656716417910447,349990
mochila impermeable,sin_path2,535,0.000098,32,0,0.059813084112149535,0,0,0,null
listas,tarjeta,535,0.000098,2,0,0.003738317757009346,0,0,0,null
zapatillas plataforma mujer,sin_path2,534,0.000098,14,3,0.026217228464419477,1,24995,0.0018726591760299626,24995
index,sin_path2,534,0.000098,2,0,0.003745318352059925,0,0,0,null
moda-circular,vende-tu-ropa,530,0.000097,0,0,0,0,0,0,null
sarah miller,sin_path2,529,0.000097,11,0,0.020793950850661626,0,0,0,null
acqua di gio,sin_path2,527,0.000097,27,4,0.051233396584440226,0,0,0,null
doo australia,sin_path2,523,0.000096,0,0,0,0,0,0,null
juguetes,marcas,521,0.000096,13,3,0.02495201535508637,0,0,0,null
zapatillas trekking mujer,sin_path2,517,0.000095,13,0,0.025145067698259187,0,0,0,null
ipad air,sin_path2,513,0.000094,13,2,0.025341130604288498,0,0,0,null
regalos,ideas-de-regalos,513,0.000094,54,5,0.10526315789473684,0,0,0,null
mochilas de viaje,sin_path2,512,0.000094,14,0,0.02734375,0,0,0,null
l home,sin_path2,512,0.000094,3,0,0.005859375,0,0,0,null
listas,vestidos-de-fiestas,510,0.000094,169,0,0.33137254901960783,0,0,0,null
mujer,zapatos,507,0.000093,42,3,0.08284023668639054,0,0,0,null
evento-moda-agatha-mujer,sin_path2,505,0.000093,109,0,0.21584158415841584,0,0,0,null
pantalon sastrero mujer,sin_path2,500,0.000092,15,1,0.03,0,0,0,null
evento-marketplace-licencias-infantiles,sin_path2,500,0.000092,129,39,0.258,0,0,0,null
belleza,favoritos,493,0.00009,28,4,0.056795131845841784,0,0,0,null
alaniz home,sin_path2,489,0.00009,11,2,0.022494887525562373,0,0,0,null
chaqueta trench,sin_path2,488,0.00009,30,0,0.06147540983606557,0,0,0,null
cardigan mujer,sin_path2,487,0.000089,7,0,0.014373716632443531,0,0,0,null
samsung s23 ultra,sin_path2,486,0.000089,7,0,0.01440329218106996,0,0,0,null
vestidos formales,sin_path2,484,0.000089,9,0,0.01859504132231405,0,0,0,null
chaquetas gamuza mujer,sin_path2,484,0.000089,9,1,0.01859504132231405,0,0,0,null
iphone 13 pro,sin_path2,484,0.000089,12,0,0.024793388429752067,0,0,0,null
evento-belleza-carolina-herrera-212,sin_path2,483,0.000089,33,2,0.06832298136645963,0,0,0,null
adidas campus,sin_path2,483,0.000089,16,0,0.033126293995859216,0,0,0,null
botas texanas,sin_path2,480,0.000088,7,0,0.014583333333333334,0,0,0,null
zapatillas nike air max,sin_path2,478,0.000088,11,0,0.02301255230125523,0,0,0,null
mujer,conjuntos,476,0.000087,8,0,0.01680672268907563,0,0,0,null
parka impermeable,sin_path2,474,0.000087,16,0,0.03375527426160337,0,0,0,null
listas,samsung-s25-ultra,474,0.000087,99,0,0.2088607594936709,0,0,0,null
mujer,bershka,474,0.000087,2,0,0.004219409282700422,0,0,0,null
hogar,sin_path2,473,0.000087,6,1,0.012684989429175475,0,0,0,null
construccion,puertas-ventanas-y-molduras,472,0.000087,103,13,0.21822033898305085,1,89990,0.00211864406779661,89990
refrigerador 2 puertas,sin_path2,471,0.000086,21,0,0.044585987261146494,0,0,0,null
perfume polo blue,sin_path2,469,0.000086,6,1,0.01279317697228145,0,0,0,null
regalos,hogar,469,0.000086,44,10,0.09381663113006397,2,124980,0.0042643923240938165,62490
mochila hombre,sin_path2,468,0.000086,4,0,0.008547008547008548,0,0,0,null
termo stanley,sin_path2,467,0.000086,12,1,0.02569593147751606,1,49490,0.0021413276231263384,49490
tablet con lapiz,sin_path2,464,0.000085,5,0,0.010775862068965518,0,0,0,null
funda para sillones,sin_path2,464,0.000085,9,1,0.01939655172413793,0,0,0,null
jugueteria,juguetes-coleccionables,460,0.000084,50,4,0.10869565217391304,0,0,0,null
pantalon palazzo,sin_path2,459,0.000084,15,0,0.032679738562091505,0,0,0,null
mochilas jansport,sin_path2,459,0.000084,6,1,0.013071895424836602,1,39990,0.002178649237472767,39990
coach,sin_path2,454,0.000083,8,0,0.01762114537444934,0,0,0,null
evento-moda-dscto-adicional-marcas-seleccionadas,sin_path2,453,0.000083,76,13,0.16777041942604856,1,18990,0.002207505518763797,18990
zapatillas de basketball,sin_path2,451,0.000083,14,0,0.031042128603104215,0,0,0,null
mujer,parkas,451,0.000083,105,6,0.2328159645232816,1,23990,0.0022172949002217295,23990
zapatillas nike mujer,sin_path2,450,0.000083,23,0,0.051111111111111114,0,0,0,null
ps5 slim,sin_path2,448,0.000082,14,1,0.03125,0,0,0,null
evento-ninos-mochilas-xtrem,sin_path2,447,0.000082,68,7,0.15212527964205816,0,0,0,null
polo,sin_path2,447,0.000082,7,0,0.015659955257270694,0,0,0,null
macbook air m1,sin_path2,446,0.000082,26,2,0.05829596412556054,0,0,0,null
stanley,sin_path2,446,0.000082,19,2,0.042600896860986545,0,0,0,null
blazer hombre,sin_path2,445,0.000082,12,1,0.02696629213483146,0,0,0,null
snoopy,sin_path2,444,0.000081,4,1,0.009009009009009009,0,0,0,null
evento-tecno-dscto-adicional-smartwatch,sin_path2,442,0.000081,51,6,0.11538461538461539,0,0,0,null
cart,sin_path2,440,0.000081,12,0,0.02727272727272727,0,0,0,null
corta viento mujer,sin_path2,440,0.000081,16,0,0.03636363636363636,0,0,0,null
silla gamer,sin_path2,439,0.000081,18,1,0.04100227790432802,0,0,0,null
airpods,sin_path2,437,0.00008,7,0,0.016018306636155607,0,0,0,null
rainforest,sin_path2,437,0.00008,3,1,0.006864988558352402,0,0,0,null
maleta de cabina,sin_path2,436,0.00008,12,0,0.027522935779816515,0,0,0,null
adidas samba,sin_path2,436,0.00008,15,1,0.034403669724770644,0,0,0,null
zuecos mujer,sin_path2,431,0.000079,25,3,0.058004640371229696,0,0,0,null
control xbox,sin_path2,428,0.000079,8,1,0.018691588785046728,0,0,0,null
evento-linea-blanca-dscto-refrigeracion,sin_path2,426,0.000078,53,1,0.12441314553990611,0,0,0,null
evento-zapatos-zapatillas-urbanas,sin_path2,426,0.000078,87,5,0.20422535211267606,0,0,0,null
lounge,sin_path2,426,0.000078,16,2,0.03755868544600939,0,0,0,null
chaqueta sin mangas,sin_path2,426,0.000078,9,0,0.02112676056338028,0,0,0,null
evento-moda-palmers-mujer,sin_path2,425,0.000078,88,13,0.20705882352941177,1,8390,0.002352941176470588,8390
bolsos deportivos,sin_path2,424,0.000078,12,1,0.02830188679245283,0,0,0,null
teclado ipad,sin_path2,420,0.000077,15,1,0.03571428571428571,0,0,0,null
aussie,sin_path2,419,0.000077,7,1,0.016706443914081145,0,0,0,null
iphone 14 pro,sin_path2,419,0.000077,7,1,0.016706443914081145,0,0,0,null
botas cafes,sin_path2,418,0.000077,16,0,0.03827751196172249,0,0,0,null
airtag,sin_path2,417,0.000077,8,0,0.019184652278177457,0,0,0,null
automotriz,sin_path2,417,0.000077,90,20,0.2158273381294964,0,0,0,null
tv 32 pulgadas,sin_path2,413,0.000076,10,2,0.024213075060532687,1,159990,0.002421307506053269,159990
chaqueta impermeable hombre,sin_path2,410,0.000075,12,2,0.02926829268292683,0,0,0,null
decohogar,vinos-gourmet,403,0.000074,53,23,0.1315136476426799,2,52000,0.004962779156327543,26000
zapatillas blancas mujer,sin_path2,402,0.000074,9,0,0.022388059701492536,0,0,0,null
automotriz,neumaticos-y-llantas,402,0.000074,48,7,0.11940298507462686,0,0,0,null
samsung a56,sin_path2,402,0.000074,15,3,0.03731343283582089,0,0,0,null
silla ergonomica,sin_path2,402,0.000074,6,0,0.014925373134328358,0,0,0,null
dolce gabbana light blue,sin_path2,400,0.000073,16,2,0.04,0,0,0,null
evento-zapatos-dscto-calzado,sin_path2,398,0.000073,71,8,0.17839195979899497,0,0,0,null
ninos,outlet-ninos,397,0.000073,15,4,0.037783375314861464,0,0,0,null
pandora,sin_path2,397,0.000073,12,1,0.030226700251889168,0,0,0,null
chaquetas bomber mujer,sin_path2,397,0.000073,12,0,0.030226700251889168,0,0,0,null
evento-belleza-dscto-adicional-skincare,sin_path2,395,0.000072,48,18,0.12151898734177215,4,82170,0.010126582278481013,20542.5
todo-escolares,tecnologia,395,0.000072,38,0,0.09620253164556962,0,0,0,null
carolina herrera 212,sin_path2,391,0.000072,8,2,0.020460358056265986,0,0,0,null
pantalones cargo mujer,sin_path2,391,0.000072,15,0,0.03836317135549872,0,0,0,null
evento-electro-siegen,sin_path2,391,0.000072,52,7,0.1329923273657289,0,0,0,null
camiseta colo colo,sin_path2,390,0.000072,11,2,0.028205128205128206,0,0,0,null
fundas notebook,sin_path2,389,0.000071,14,4,0.03598971722365039,0,0,0,null
bicicletas aro 29,sin_path2,388,0.000071,10,2,0.02577319587628866,0,0,0,null
evento-electro-dscto-tv-black,sin_path2,388,0.000071,54,4,0.13917525773195877,0,0,0,null
tv box,sin_path2,386,0.000071,10,0,0.025906735751295335,0,0,0,null
sauvage dior,sin_path2,385,0.000071,8,1,0.02077922077922078,1,148800,0.0025974025974025974,148800
polera pique,sin_path2,383,0.00007,6,0,0.015665796344647518,0,0,0,null
polera manga larga mujer,sin_path2,380,0.00007,9,2,0.02368421052631579,0,0,0,null
cubrecamas 2 plazas,sin_path2,379,0.00007,9,0,0.023746701846965697,0,0,0,null
samsung cargador,sin_path2,379,0.00007,10,1,0.026385224274406333,0,0,0,null
poleras polo,sin_path2,377,0.000069,7,0,0.01856763925729443,0,0,0,null
evento-marketplace-calzado-gino,sin_path2,377,0.000069,59,4,0.15649867374005305,0,0,0,null
herramientas,herramientas-y-maquinaria-de-jardin,376,0.000069,73,7,0.19414893617021275,0,0,0,null
macbook pro,sin_path2,374,0.000069,10,0,0.026737967914438502,0,0,0,null
refrigerador french door,sin_path2,374,0.000069,16,0,0.0427807486631016,0,0,0,null
evento-belleza-perfumes-benetton,sin_path2,373,0.000068,58,8,0.1554959785522788,0,0,0,null
corbatas,sin_path2,373,0.000068,9,0,0.024128686327077747,0,0,0,null
nike air force 1,sin_path2,371,0.000068,3,0,0.008086253369272238,0,0,0,null
plumon 1 5 plazas,sin_path2,370,0.000068,16,0,0.043243243243243246,0,0,0,null
evento-decohogar-outlet-deco-y-ropa-de-cama,sin_path2,369,0.000068,57,13,0.15447154471544716,0,0,0,null
audifonos con cancelacion de ruido,sin_path2,369,0.000068,6,1,0.016260162601626018,0,0,0,null
gillette mujeres,sin_path2,369,0.000068,7,0,0.018970189701897018,0,0,0,null
tablets reacondicionados,sin_path2,367,0.000067,4,0,0.010899182561307902,0,0,0,null
vestidos largos,sin_path2,365,0.000067,4,0,0.010958904109589041,0,0,0,null
pantalon formal mujer,sin_path2,364,0.000067,5,0,0.013736263736263736,0,0,0,null
michael kors,sin_path2,362,0.000066,9,0,0.024861878453038673,0,0,0,null
jumbo-prime,sin_path2,362,0.000066,0,0,0,0,0,0,null
nine west,sin_path2,361,0.000066,8,1,0.0221606648199446,0,0,0,null
evento-electro-dscto-samsung,sin_path2,361,0.000066,32,4,0.0886426592797784,0,0,0,null
plancha de pelo,sin_path2,361,0.000066,11,2,0.030470914127423823,0,0,0,null
belleza,bobbi-brown,360,0.000066,80,16,0.2222222222222222,2,82480,0.005555555555555556,41240
cortavientos,sin_path2,360,0.000066,13,0,0.03611111111111111,0,0,0,null
mujer,poleras,360,0.000066,87,22,0.24166666666666667,0,0,0,null
